date,time,price,area,price_m2,price_total,location
2024-09-27,13:49,520.0,120.0,4.333333333333333,"520 сая ₮
үнэ тохирно","УБ — Хан-Уул, Яармаг"
2024-09-27,13:54,190.0,47.0,4.042553191489362,"190 сая ₮
үнэ тохирно","УБ — Баянгол, 3, 4 хороолол"
2024-09-27,14:15,173.95,48.32,3.599958609271523,173.95 сая ₮,"УБ — Баянгол, Баянгол, Хороо 18"
2024-09-27,14:15,192.0,70.0,2.742857142857143,192 сая ₮,"УБ — Баянгол, Төмөр зам"
2024-09-27,14:42,880.0,200.0,4.4,"880 сая ₮
950 сая ₮","УБ — Хан-Уул, Зайсан"
2024-09-27,14:45,5.2,144.4,5.2,"5.2 сая ₮
үнэ тохирно","УБ — Хан-Уул, Хан-Уул, Хороо 11"
2024-09-27,14:56,199.0,80.0,2.4875,"199 сая ₮
үнэ тохирно","УБ — Сонгинохайрхан, 1-р хороолол"
2024-09-27,14:56,239.0,84.5,2.828402366863905,"239 сая ₮
үнэ тохирно","УБ — Хан-Уул, Яармаг"
2024-09-27,15:24,1300.0,255.0,5.098039215686274,"1.3 Тэрбум ₮
үнэ тохирно","УБ — Чингэлтэй, 40 мянгат"
2024-09-27,16:22,51.0,17.0,3.0,51 сая ₮,"УБ — Баянгол, Баянгол, Хороо 20"
2024-09-27,16:40,5.35,41.5,5.35,"5.35 сая ₮
үнэ тохирно","УБ — Сүхбаатар, Сүхбаатар, Хороо 8"
2024-09-27,16:41,501.9,132.08,3.7999697153240457,501.9 сая ₮,"УБ — Хан-Уул, Зайсан"
2024-09-27,20:33,816.32,252.0,3.2393650793650797,816.32 сая ₮,"УБ — Хан-Уул, Яармаг"
2024-09-27,22:06,328.0,76.0,4.315789473684211,328 сая ₮,"УБ — Хан-Уул, Хурд"
2024-09-28,07:34,157.0,60.0,2.6166666666666667,157 сая ₮,"УБ — Баянгол, 3, 4 хороолол"
2024-09-28,08:37,230.0,83.1,2.767749699157642,"230 сая ₮
үнэ тохирно","УБ — Хан-Уул, Яармаг"
2024-09-28,08:46,780.0,172.06,4.533302336394281,"780 сая ₮
үнэ тохирно","УБ — Хан-Уул, Хан-Уул, Хороо 23"
2024-09-28,09:11,3.25,77.0,3.25,3.25 сая ₮,"УБ — Сонгинохайрхан, 1-р хороолол"
2024-09-28,09:14,140.0,42.47,3.296444549093478,140 сая ₮,"УБ — Баянзүрх, Баянзүрх, Хороо 13"
2024-09-28,09:18,180.0,53.38,3.372049456725365,"180 сая ₮
үнэ тохирно","УБ — Баянзүрх, 14-р хороолол"
2024-09-28,09:20,119.0,18.0,6.611111111111111,119 сая ₮,"УБ — Сонгинохайрхан, 1-р хороолол"
2024-09-28,09:55,340.0,106.5,3.192488262910798,"340 сая ₮
үнэ тохирно","УБ — Хан-Уул, Зайсан"
2024-09-28,10:24,395.78,71.96,5.5,"395.78 сая ₮
үнэ тохирно","УБ — Чингэлтэй, Чингэлтэй, Хороо 6"
2024-09-28,10:34,735.0,147.0,5.0,735 сая ₮,"УБ — Хан-Уул, Яармаг"
2024-09-28,10:35,717.85,205.1,3.5,717.85 сая ₮,"УБ — Хан-Уул, King Tower"
2024-09-28,11:15,3.0,66.0,3.0,"3 сая ₮
үнэ тохирно","УБ — Баянзүрх, Баянзүрх, Хороо 14"
2024-09-28,12:24,4.5,175.28,4.5,"4.5 сая ₮
үнэ тохирно","УБ — Баянзүрх, Натур худалдааны төв"
2024-09-28,12:58,127.0,52.0,2.4423076923076925,127 сая ₮,"УБ — Баянгол, 3, 4 хороолол"
2024-09-28,13:18,3.6,51.71,3.6,3.6 сая ₮,"УБ — Сүхбаатар, Сүхбаатар, Хороо 9"
2024-09-28,13:28,3.8,74.5,3.8,"3.8 сая ₮
4 сая ₮ үнэ тохирно","УБ — Баянзүрх, Баянзүрх, Хороо 6"
2024-09-28,14:22,176.8,52.0,3.4000000000000004,"176.8 сая ₮
үнэ тохирно","УБ — Сүхбаатар, Сүхбаатар, Хороо 11"
2024-09-28,15:51,161.43,53.81,3.0,"161.43 сая ₮
үнэ тохирно","УБ — Хан-Уул, Яармаг"
2024-09-28,15:59,351.0,116.9,3.0025662959794697,"351 сая ₮
үнэ тохирно","УБ — Хан-Уул, Хан-Уул, Хороо 3"
2024-09-28,16:18,369.0,62.0,5.951612903225806,"369 сая ₮
үнэ тохирно","УБ — Сүхбаатар, Орос 3-р сургуулийн ойролцоо"
2024-09-28,16:46,100.0,23.0,4.3478260869565215,100 сая ₮,"УБ — Сүхбаатар, Сүхбаатар, Хороо 1"
2024-09-28,17:28,129.0,37.0,3.4864864864864864,129 сая ₮,"УБ — Баянзүрх, 14-р хороолол"
2024-09-28,17:30,880.0,200.0,4.4,880 сая ₮,"УБ — Хан-Уул, Зайсан"
2024-09-28,17:38,196.0,63.4,3.091482649842271,196 сая ₮,"УБ — Баянзүрх, 14-р хороолол"
2024-09-28,17:47,1.8,38.0,1.8,"1.8 сая ₮
үнэ тохирно","УБ — Сонгинохайрхан, Ханын материал"
2024-09-28,20:16,95.0,30.0,3.1666666666666665,95 сая ₮,"УБ — Хан-Уул, Viva city"
2024-09-28,21:53,109.35,40.5,2.6999999999999997,"109.35 сая ₮
115 сая ₮ үнэ тохирно","УБ — Хан-Уул, Хан-Уул, Хороо 10"
2024-09-28,22:01,89.0,31.0,2.870967741935484,"89 сая ₮
үнэ тохирно","УБ — Хан-Уул, Нисэх"
2024-09-28,22:22,74.14,33.0,2.2466666666666666,"74.14 сая ₮
үнэ тохирно","УБ — Хан-Уул, Хан-Уул, Хороо 3"
2024-09-29,07:43,116.0,29.0,4.0,116 сая ₮,"УБ — Баянзүрх, 14-р хороолол"
2024-09-29,09:59,160.0,61.77,2.5902541686903024,160 сая ₮,"УБ — Баянзүрх, 16-р хороолол"
2024-09-29,10:53,84.25,33.7,2.5,"84.25 сая ₮
үнэ тохирно","УБ — Хан-Уул, Хан-Уул, Хороо 3"
2024-09-29,11:22,280.0,54.0,5.185185185185185,"280 сая ₮
295 сая ₮","УБ — Хан-Уул, 19-р хороолол"
2024-09-29,11:59,195.0,57.16,3.4114765570328904,"195 сая ₮
үнэ тохирно","УБ — Сонгинохайрхан, Сонгинохайрхан, Хороо 34"
2024-09-29,14:07,8.1,188.74,8.1,"8.1 сая ₮
үнэ тохирно","УБ — Хан-Уул, Хүннү"
2024-09-29,14:46,525.0,146.0,3.595890410958904,525 сая ₮,"УБ — Хан-Уул, Яармаг"
2024-09-29,15:34,880.0,200.0,4.4,880 сая ₮,"УБ — Хан-Уул, Зайсан"
2024-09-29,17:05,430.0,114.0,3.7719298245614037,430 сая ₮,"УБ — Хан-Уул, Хан-Уул, Хороо 15"
2024-09-29,19:53,68.0,18.0,3.7777777777777777,68 сая ₮,"УБ — Налайх, Налайх, Хороо 7"
2024-09-29,20:56,80.0,30.0,2.6666666666666665,80 сая ₮,"УБ — Баянзүрх, Сансар"
2024-09-29,21:23,190.0,86.0,2.2093023255813953,"190 сая ₮
205 сая ₮","УБ — Баянгол, 10-р хороолол"
2024-09-29,21:53,135.0,41.0,3.292682926829268,"135 сая ₮
үнэ тохирно","УБ — Сонгинохайрхан, Москва хороолол"
2024-09-29,23:13,200.0,19.0,10.526315789473685,"200 сая ₮
210 сая ₮ үнэ тохирно","УБ — Чингэлтэй, 40 мянгат"
2024-09-30,08:58,126.0,41.34,3.047895500725689,126 сая ₮,"УБ — Баянзүрх, Баянзүрх, Хороо 40"
2024-09-30,09:00,1900.0,200.0,9.5,1.9 Тэрбум ₮,"УБ — Хан-Уул, Хан-Уул, Хороо 11"
2024-09-30,09:26,145.0,44.0,3.2954545454545454,"145 сая ₮
үнэ тохирно","УБ — Сонгинохайрхан, 21-р хороолол"
2024-09-30,09:57,850.0,185.0,4.594594594594595,"850 сая ₮
930 сая ₮","УБ — Сүхбаатар, Сүхбаатар, Хороо 1"
2024-09-30,10:01,2.5,62.4,2.5,2.5 сая ₮,"УБ — Чингэлтэй, Баянбүрд"
2024-09-30,10:18,1.9,200.0,1.9,1.9 сая ₮,"УБ — Хан-Уул, Хан-Уул, Хороо 17"
2024-09-30,10:46,1900.0,200.1,9.495252373813093,1.9 Тэрбум ₮,"УБ — Хан-Уул, River Garden"
2024-09-30,10:46,795.0,205.0,3.8780487804878048,795 сая ₮,"УБ — Хан-Уул, King Tower"
2024-09-30,10:52,355.0,95.65,3.7114479874542603,355 сая ₮,"УБ — Хан-Уул, 120 мянгат"
2024-09-30,11:26,198.0,58.0,3.413793103448276,198 сая ₮,"УБ — Баянзүрх, 15-р хороолол"
2024-09-30,12:02,320.0,69.9,4.57796852646638,320 сая ₮,"УБ — Баянзүрх, Баянзүрх, Хороо 26"
2024-09-30,12:10,789.0,149.0,5.295302013422819,789 сая ₮,"УБ — Хан-Уул, River Garden"
2024-09-30,12:22,3.1,61.3,3.1,3.1 сая ₮,"УБ — Баянгол, Гэмтэл согог судлалын үндэсний төв"
2024-09-30,12:31,225.0,32.0,7.03125,225 сая ₮,"УБ — Сүхбаатар, Сүхбаатар, Хороо 2"
2024-09-30,12:33,158.0,40.7,3.882063882063882,"158 сая ₮
үнэ тохирно","УБ — Баянзүрх, РЦНК"
2024-09-30,12:50,820.0,140.7,5.828002842928217,"820 сая ₮
үнэ тохирно","УБ — Хан-Уул, Хан-Уул, Хороо 17"
2024-09-30,13:16,250.0,75.81,3.2977179791584224,"250 сая ₮
үнэ тохирно","УБ — Хан-Уул, Яармаг"
2024-09-30,13:16,325.0,60.64,5.3594986807387865,"325 сая ₮
350 сая ₮ үнэ тохирно","УБ — Сүхбаатар, Цирк"
2024-09-30,13:25,1200.0,290.0,4.137931034482759,"1.2 Тэрбум ₮
үнэ тохирно","УБ — Баянгол, Баянгол, Хороо 7"
2024-09-30,13:26,1400.0,159.0,8.80503144654088,1.4 Тэрбум ₮,"УБ — Хан-Уул, Зайсан"
2024-09-30,14:14,185.0,52.8,3.503787878787879,"185 сая ₮
үнэ тохирно","УБ — Хан-Уул, Зайсан"
2024-09-30,14:48,610.0,112.86,5.4049264575580365,610 сая ₮,"УБ — Хан-Уул, Мишээл"
2024-09-30,15:06,545.0,81.0,6.728395061728395,"545 сая ₮
үнэ тохирно","УБ — Хан-Уул, Хан-Уул, Хороо 18"
2024-09-30,16:47,800.0,149.0,5.369127516778524,"800 сая ₮
үнэ тохирно","УБ — Хан-Уул, Зайсан"
2024-09-30,17:51,4.3,140.0,4.3,4.3 сая ₮,"УБ — Баянзүрх, Баянзүрх, Хороо 26"
2024-09-30,17:55,285.0,81.33,3.5042419771302105,285 сая ₮,"УБ — Хан-Уул, Яармаг"
2024-09-30,18:19,9.7,159.21,9.7,9.7 сая ₮,"УБ — Хан-Уул, River Garden"
2024-09-30,19:35,2.8,63.95,2.8,"2.8 сая ₮
үнэ тохирно","УБ — Сонгинохайрхан, Сонгинохайрхан, Хороо 19"
2024-09-30,19:42,370.0,83.5,4.431137724550898,"370 сая ₮
үнэ тохирно","УБ — Баянгол, Төмөр зам"
2024-09-30,20:12,4.9,93.3,4.9,"4.9 сая ₮
үнэ тохирно","УБ — Баянзүрх, Баянзүрх, Хороо 26"
2024-09-30,20:47,583.0,133.0,4.383458646616542,583 сая ₮,"УБ — Баянзүрх, Баянзүрх, Хороо 36"
2024-09-30,20:55,2.5,28.83,2.5,2.5 сая ₮,"УБ — Хан-Уул, Хан-Уул, Хороо 10"
2024-10-01,00:03,7.45,161.64,7.45,7.45 сая ₮,"УБ — Хан-Уул, Хурд"
2024-10-01,07:26,595.82,192.2,3.1000000000000005,"595.82 сая ₮
үнэ тохирно","УБ — Хан-Уул, Зайсан"
2024-10-01,07:29,450.0,121.0,3.71900826446281,"450 сая ₮
499 сая ₮ үнэ тохирно","УБ — Чингэлтэй, Чингэлтэй, Хороо 2"
2024-10-01,07:58,110.0,34.0,3.235294117647059,110 сая ₮,"УБ — Баянзүрх, 14-р хороолол"
2024-10-01,09:27,1010.0,312.0,3.2371794871794872,"1.01 Тэрбум ₮
үнэ тохирно","УБ — Хан-Уул, Зайсан"
2024-10-01,09:29,148.0,45.8,3.2314410480349345,148 сая ₮,"УБ — Баянзүрх, Натур худалдааны төв"
2024-10-01,10:21,140.0,39.0,3.58974358974359,"140 сая ₮
үнэ тохирно","УБ — Баянгол, 10-р хороолол"
2024-10-01,10:24,225.0,32.4,6.944444444444445,225 сая ₮,"УБ — Сүхбаатар, 220 мянгат"
2024-10-01,10:27,1740.0,165.74,10.498370942439966,1.74 Тэрбум ₮,"УБ — Сүхбаатар, 220 мянгат"
2024-10-01,10:37,230.0,100.0,2.3,"230 сая ₮
үнэ тохирно","УБ — Сонгинохайрхан, 1-р хороолол"
2024-10-01,11:25,150.0,51.1,2.935420743639922,"150 сая ₮
үнэ тохирно","УБ — Баянзүрх, 16-р хороолол"
2024-10-01,11:27,3.55,134.46,3.55,3.55 сая ₮,"УБ — Хан-Уул, Зайсан"
2024-10-01,11:33,200.0,56.89,3.515556336790297,200 сая ₮,"УБ — Баянзүрх, Баянзүрх, Хороо 2"
2024-10-01,12:16,645.0,117.45,5.491698595146871,645 сая ₮,"УБ — Хан-Уул, Хан-Уул, Хороо 15"
2024-10-01,12:23,4.2,86.0,4.2,"4.2 сая ₮
үнэ тохирно","УБ — Баянзүрх, Sunrise"
2024-10-01,13:01,3.09,46.17,3.09,"3.09 сая ₮
үнэ тохирно","УБ — Баянзүрх, Амгалан"
2024-10-01,13:15,195.0,65.0,3.0,"195 сая ₮
үнэ тохирно","УБ — Баянгол, 3, 4 хороолол"
2024-10-01,13:40,150.0,48.79,3.0744004919040786,"150 сая ₮
үнэ тохирно","УБ — Баянзүрх, 13-р хороолол"
2024-10-01,13:48,416.0,126.0,3.3015873015873014,"416 сая ₮
441 сая ₮ үнэ тохирно","УБ — Хан-Уул, Нархан хотхон"
2024-10-01,13:53,380.0,110.0,3.4545454545454546,380 сая ₮,"УБ — Баянзүрх, Үндэсний цэцэрлэгт хүрээлэн"
2024-10-01,14:29,95.0,29.9,3.177257525083612,"95 сая ₮
үнэ тохирно","УБ — Сүхбаатар, Сүхбаатар, Хороо 11"
2024-10-01,15:08,570.0,131.0,4.351145038167939,570 сая ₮,"УБ — Баянзүрх, Баянзүрх, Хороо 26"
2024-10-01,15:12,3.0,57.7,3.0,3 сая ₮,"УБ — Баянзүрх, Баянзүрх, Хороо 14"
2024-10-01,15:16,130.0,27.0,4.814814814814815,"130 сая ₮
үнэ тохирно","УБ — Сүхбаатар, Сүхбаатар, Хороо 11"
2024-10-01,15:51,95.0,40.0,2.375,"95 сая ₮
110 сая ₮ үнэ тохирно","УБ — Баянгол, 6-р бичил"
2024-10-01,15:56,1900.0,200.0,9.5,1.9 Тэрбум ₮,"УБ — Хан-Уул, River Garden"
2024-10-01,15:59,380.0,110.0,3.4545454545454546,"380 сая ₮
418 сая ₮","УБ — Баянзүрх, Үндэсний цэцэрлэгт хүрээлэн"
2024-10-01,16:04,100.0,33.0,3.0303030303030303,"100 сая ₮
үнэ тохирно","УБ — Баянгол, 6-р бичил"
2024-10-01,18:45,150.0,52.43,2.8609574670989892,150 сая ₮,"УБ — Хан-Уул, Хан-Уул, Хороо 21"
2024-10-01,19:25,3.7,130.2,3.7,3.7 сая ₮,"УБ — Баянзүрх, Баянзүрх, Хороо 36"
2024-10-01,19:47,315.0,58.77,5.359877488514548,315 сая ₮,"УБ — Хан-Уул, Зайсан"
2024-10-01,19:50,480.0,230.0,2.0869565217391304,"480 сая ₮
үнэ тохирно","УБ — Баянгол, Модны 2"
2024-10-01,19:59,744.28,177.21,4.199988713955194,"744.28 сая ₮
үнэ тохирно","УБ — Баянзүрх, Баянзүрх, Хороо 26"
2024-10-01,20:00,2200.0,286.0,7.6923076923076925,2.2 Тэрбум ₮,"УБ — Сүхбаатар, Сүхбаатар, Хороо 1"
2024-10-01,20:02,115.0,27.0,4.2592592592592595,115 сая ₮,"УБ — Сүхбаатар, 100 айл"
2024-10-01,20:08,472.0,79.98,5.901475368842211,472 сая ₮,"УБ — Хан-Уул, 120 мянгат"
2024-10-01,20:13,89.4,29.08,3.0742778541953237,89.4 сая ₮,"УБ — Хан-Уул, Хан-Уул, Хороо 16"
2024-10-01,20:13,552.0,80.0,6.9,"552 сая ₮
үнэ тохирно","УБ — Хан-Уул, Хүннү"
2024-10-01,20:15,175.0,58.21,3.006356296169043,175 сая ₮,"Дархан-Уул, Дархан-Уул"
2024-10-01,20:16,5.5,117.45,5.5,5.5 сая ₮,"УБ — Хан-Уул, Хан-Уул, Хороо 15"
2024-10-01,20:16,175.0,38.0,4.605263157894737,"175 сая ₮
үнэ тохирно","УБ — Чингэлтэй, 5-р сургуулийн ойролцоо"
2024-10-01,20:18,270.0,75.0,3.6,270 сая ₮,"УБ — Баянзүрх, 84-р сургуулийн ойролцоо"
2024-10-01,20:18,435.0,96.6,4.503105590062112,435 сая ₮,"УБ — Хан-Уул, Яармаг"
2024-10-01,20:21,177.0,48.91,3.618891842159068,177 сая ₮,"УБ — Сүхбаатар, Дөлгөөн нуур"
2024-10-01,20:23,359.42,79.87,4.500062601727808,"359.42 сая ₮
үнэ тохирно","УБ — Хан-Уул, Зайсан"
2024-10-01,20:23,118.59,37.06,3.199946033459255,118.59 сая ₮,"УБ — Сонгинохайрхан, 21-р хороолол"
2024-10-01,20:27,240.0,97.2,2.4691358024691357,"240 сая ₮
үнэ тохирно","УБ — Баянзүрх, Сансар"
2024-10-01,20:31,169.41,52.94,3.2000377786173027,"169.41 сая ₮
үнэ тохирно","УБ — Сонгинохайрхан, 21-р хороолол"
2024-10-01,20:53,2.6,206.5,2.6,"2.6 сая ₮
3.1 сая ₮","УБ — Хан-Уул, Marshall town"
2024-10-01,20:56,3.5,79.0,3.5,3.5 сая ₮,"УБ — Баянзүрх, 13-р хороолол"
2024-10-01,20:57,154.4,53.27,2.89844189975596,"154.4 сая ₮
үнэ тохирно","УБ — Хан-Уул, Хан-Уул, Хороо 3"
2024-10-01,20:57,1300.0,133.0,9.774436090225564,1.3 Тэрбум ₮,"УБ — Хан-Уул, Japan town"
2024-10-01,20:58,2.9,78.6,2.9,2.9 сая ₮,"УБ — Баянгол, Гэмтэл согог судлалын үндэсний төв"
2024-10-01,20:58,2200.0,286.0,7.6923076923076925,2.2 Тэрбум ₮,"УБ — Хан-Уул, 120 мянгат"
2024-10-01,20:59,680.0,105.66,6.435737270490252,680 сая ₮,"УБ — Хан-Уул, Хан-Уул, Хороо 15"
2024-10-01,20:59,2300.0,233.0,9.871244635193133,2.3 Тэрбум ₮,"УБ — Хан-Уул, Хан-Уул, Хороо 17"
2024-10-01,21:04,100.0,40.0,2.5,100 сая ₮,"УБ — Сонгинохайрхан, 21-р хороолол"
2024-10-01,21:04,185.0,67.47,2.7419593893582332,"185 сая ₮
үнэ тохирно","УБ — Баянзүрх, 15-р хороолол"
